조사년도,개방ID,학교명,시도명,대학원_야간박사과정여자재학생수,대학원_야간박사과정재학생수,대학원_야간석사과정여자재학생수,대학원_야간석사과정재학생수,대학원_주간박사과정여자재학생수,대학원_주간박사과정재학생수,대학원_주간석사과정여자재학생수,대학원_주간석사과정재학생수,대학원_여자재학생수,대학원_재학생수,대학원개황_석사과정입학정원수,대학원개황_학과수,대학원대학수,대학원개황_졸업생수,대학원개황_여자교원수,대학원개황_여자휴학생수,대학원개황_여자사무직원수,대학원개황_여자입학생수,대학원개황_여자졸업생수,대학원개황_재적학생수,대학원개황_재적여학생수,대학원개황_주야간석사과정입학정원수,대학원개황_주간석사과정휴학생수,대학원개황_주간석사과정여자휴학생수,대학원개황_주간석사과정재적학생수,대학원개황_주간석사과정재적여학생수,대학원개황_주간석사과정입학정원수,대학원개황_주간박사과정휴학생수,대학원개황_주간박사과정여자휴학생수,대학원개황_주간박사과정재적학생수,대학원개황_주간박사과정재적여학생수,대학원개황_주간박사과정입학정원수,대학원개황_박사과정학과수,대학원개황_박사과정졸업생수,대학원개황_박사과정여자졸업생수,대학원개황_박사과정입학정원수,대학원개황_석사과정여자졸업생수,대학원개황_석사과정졸업생수,대학원개황_교원정원수,대학원개황_교원수,대학원개황_휴학생수,대학원개황_학교수,대학원개황_사무직원정원수,대학원개황_사무직원수,대학원개황_입학생수,대학원개황_야간석사과정휴학생수,대학원개황_야간석사과정여자휴학생수,대학원개황_야간석사과정재적학생수,대학원개황_야간석사과정재적여학생수,대학원개황_야간석사과정입학정원수,대학원개황_야간박사과정휴학생수,대학원개황_야간박사과정여자휴학생수,대학원개황_야간박사과정재적학생수,대학원개황_야간박사과정재적여학생수,대학원개황_야간박사과정입학정원수
2010,6500274062,가천대학교 소프트웨어대학원,경기,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6505783319,동덕여자대학교 여성개발대학원,서울,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6515624880,제주교육대학교 교육대학원,제주,0,0,25,45,0,0,0,0,25,45,0,11,0,46,0,7,0,0,31,60,32,0,0,0,0,0,0,0,0,0,0,0,0,46,31,0,0,0,0,0,15,0,0,0,0,15,7,60,32,0,0,0,0,0,0
2010,6516555070,원광대학교 교육대학원,전북,0,0,312,445,0,0,0,0,312,445,184,26,0,179,0,16,0,112,135,475,328,0,0,0,0,0,0,0,0,0,0,0,0,179,135,0,0,0,0,0,30,1,0,0,160,30,16,475,328,184,0,0,0,0,0
2010,6517757236,경기대학교 국제ㆍ문화대학원,서울,0,0,1,1,0,0,0,0,1,1,0,1,0,3,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2010,6524174153,중부대학교 교육대학원,충남,0,0,168,268,0,0,0,0,168,268,120,10,0,110,0,8,0,74,70,279,176,0,0,0,0,0,0,0,0,0,0,0,0,110,70,0,0,0,0,0,11,1,0,0,120,11,8,279,176,120,0,0,0,0,0
2010,6524872064,한림대학교 보건대학원,강원,0,0,104,116,0,0,0,0,104,116,55,3,0,34,0,9,0,48,30,129,113,0,0,0,0,0,0,0,0,0,0,0,0,34,30,0,0,0,0,0,13,1,0,0,55,13,9,129,113,55,0,0,0,0,0
2010,6526186883,합동신학대학원대학교,경기,0,0,0,0,0,14,47,286,47,300,100,2,1,91,2,6,3,18,10,327,53,0,26,6,312,53,100,1,0,15,0,6,3,91,10,6,0,0,26,26,27,1,30,11,103,0,0,0,0,0,0,0,0,0,0
2010,6527066648,세종대학교 영상대학원,서울,0,0,0,2,0,0,0,0,0,2,0,2,0,5,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2010,6527904033,서강대학교 국제대학원,서울,0,0,0,0,4,10,76,123,80,133,50,4,0,61,0,7,0,45,35,145,87,0,10,5,133,81,50,2,2,12,6,5,3,55,32,5,3,6,0,7,12,1,0,0,73,0,0,0,0,0,0,0,0,0,0
2010,6529348134,경일대학교 산업대학원,경북,0,0,19,46,0,0,0,0,19,46,15,10,0,39,0,2,0,10,24,51,21,0,0,0,0,0,0,0,0,0,0,0,0,39,24,0,0,0,0,0,5,1,0,0,25,5,2,51,21,15,0,0,0,0,0
2010,6538299202,성신여자대학교 교육대학원,서울,0,0,294,295,0,0,0,0,294,295,135,1,0,110,4,19,0,118,110,314,313,0,0,0,0,0,0,0,0,0,0,0,0,110,110,0,0,0,0,4,19,1,0,0,119,19,19,314,313,135,0,0,0,0,0
2010,6539450943,동국대학교(WISE) 불교문화대학원,경북,0,0,74,141,0,0,0,0,74,141,50,6,0,32,0,19,0,27,11,180,93,0,0,0,0,0,0,0,0,0,0,0,0,32,11,0,0,0,0,0,39,1,0,0,50,39,19,180,93,50,0,0,0,0,0
2010,6557331085,세명대학교 저널리즘스쿨대학원,충북,0,0,19,32,0,0,0,0,19,32,25,1,0,11,1,7,0,8,7,43,26,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,0,2,2,11,1,0,1,15,11,7,43,26,25,0,0,0,0,0
2010,6568041682,대불대학교경영행정대학원,전남,0,0,9,33,0,0,0,0,9,33,10,2,0,7,0,0,0,1,1,33,9,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,1,0,0,8,0,0,33,9,10,0,0,0,0,0
2010,6578423976,부산대학교 의학전문대학원,경남,0,0,0,0,11,32,267,519,278,551,155,2,0,131,19,6,0,79,66,575,284,0,24,6,543,273,155,0,0,32,11,18,2,131,66,18,0,0,0,182,24,1,0,0,157,0,0,0,0,0,0,0,0,0,0
2010,6585003435,배재대학교 컨설팅대학원,대전,0,0,2,22,0,0,0,0,2,22,20,2,0,6,0,0,0,0,3,23,2,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,1,1,0,0,10,1,0,23,2,20,0,0,0,0,0
2010,6592305481,배재대학교 행정ㆍ심리대학원,대전,0,0,2,4,0,0,0,0,2,4,0,2,0,15,0,0,0,0,11,5,2,0,0,0,0,0,0,0,0,0,0,0,0,15,11,0,0,0,0,0,1,0,0,0,0,1,0,5,2,0,0,0,0,0,0
2010,6604651153,전북대학교 법학전문대학원,전북,0,0,0,0,0,0,59,156,59,156,80,1,0,0,2,1,0,40,0,160,60,0,4,1,160,60,80,0,0,0,0,0,0,0,0,0,0,0,0,33,4,1,0,0,82,0,0,0,0,0,0,0,0,0,0
2010,6621486306,한국기술교육대학교 대학원,충남,0,0,0,0,6,79,50,238,56,317,121,11,0,90,0,4,0,27,22,339,60,0,22,4,260,54,121,0,0,79,6,30,10,87,22,30,0,3,0,0,22,1,0,0,165,0,0,0,0,0,0,0,0,0,0
2010,6627857089,광주가톨릭대학교 대학원,전남,0,0,0,0,0,0,0,36,0,36,20,1,0,20,0,0,0,0,0,37,0,0,1,0,37,0,20,0,0,0,0,0,0,20,0,0,0,0,0,0,1,1,0,0,18,0,0,0,0,0,0,0,0,0,0
2010,6628103852,충주대학교 산업대학원,충북,0,0,3,55,0,0,0,0,3,55,63,13,0,0,0,1,0,4,0,57,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,57,2,1,57,4,63,0,0,0,0,0
2010,6628403186,우석대학교 교육대학원,전북,0,0,0,0,0,0,243,331,243,331,150,15,0,96,0,26,0,76,79,385,269,0,54,26,385,269,150,0,0,0,0,0,0,96,79,0,0,0,0,2,54,1,0,0,111,0,0,0,0,0,0,0,0,0,0
2010,6630449175,한밭대학교 산업대학원(산업대),대전,0,0,27,153,0,0,30,110,57,263,126,36,0,107,0,9,0,32,15,343,66,126,17,4,127,34,0,0,0,0,0,0,0,107,15,0,0,0,0,0,80,1,0,0,142,63,5,216,32,0,0,0,0,0,0
2010,6661923289,국민대학교 법무대학원,서울,0,0,11,42,0,0,0,0,11,42,28,5,0,19,0,5,0,6,1,62,16,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,20,1,0,0,25,20,5,62,16,28,0,0,0,0,0
2010,6682540893,한국외국어대학교 법학전문대학원,서울,0,0,0,0,0,0,51,95,51,95,50,1,0,0,4,2,1,26,0,100,53,0,5,2,100,53,50,0,0,0,0,0,0,0,0,0,0,0,8,28,5,1,0,2,53,0,0,0,0,0,0,0,0,0,0
2010,6690113842,성서침례대학원대학교,경기,0,0,0,0,0,0,11,64,11,64,33,1,1,20,1,5,4,6,2,84,16,0,20,5,84,16,33,0,0,0,0,0,0,20,2,0,0,0,9,9,20,1,7,6,32,0,0,0,0,0,0,0,0,0,0
2010,6690341293,제주대학교 사회교육대학원,제주,0,0,19,26,0,0,0,0,19,26,15,2,0,0,0,2,0,11,0,29,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,15,3,2,29,21,15,0,0,0,0,0
2010,6715227365,인제대학교 사회복지대학원,경남,0,0,85,111,0,0,0,0,85,111,40,1,0,41,0,8,0,33,30,119,93,0,0,0,0,0,0,0,0,0,0,0,0,41,30,0,0,0,0,0,8,1,0,1,40,8,8,119,93,40,0,0,0,0,0
2010,6715585708,건국대학교 경영전문대학원,서울,0,0,2,16,0,0,0,16,2,32,68,2,0,0,0,1,0,4,0,33,3,68,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,35,1,1,17,3,0,0,0,0,0,0
2010,6722001016,전주대학교 행정대학원,전북,0,0,21,54,0,0,0,0,21,54,22,4,0,17,0,3,0,6,5,60,24,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,0,0,0,0,6,1,0,0,21,6,3,60,24,22,0,0,0,0,0
2010,6724196135,인하대학교 국제통상물류대학원,인천,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,3,0,0,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,7,0,0,0,0,7,3,7,3,0,0,0,0,0,0
2010,6732974469,고려대학교 세종캠퍼스 경영정보대학원,충남,0,0,16,124,0,0,0,0,16,124,60,8,0,35,0,6,0,8,4,159,22,0,0,0,0,0,0,0,0,0,0,0,0,35,4,0,0,0,0,0,35,1,0,0,49,35,6,159,22,60,0,0,0,0,0
2010,6749456107,부경대학교 대학원,부산,0,0,0,0,158,478,348,954,506,1432,462,81,0,430,0,65,0,260,130,1591,571,0,93,35,1047,383,462,66,30,544,188,229,73,326,104,229,26,104,0,0,159,1,0,0,776,0,0,0,0,0,0,0,0,0,0
2010,6759204328,이화여자대학교 디자인대학원,서울,0,0,317,317,0,0,0,0,317,317,145,1,0,81,0,85,0,147,81,402,402,0,0,0,0,0,0,0,0,0,0,0,0,81,81,0,0,0,0,0,85,1,0,0,147,85,85,402,402,145,0,0,0,0,0
2010,6771596670,한국외국어대학교 경영대학원,서울,0,0,48,249,0,0,12,47,60,296,220,9,0,145,0,50,1,31,41,490,110,220,29,10,76,22,0,0,0,0,0,0,0,145,41,0,0,0,27,0,194,1,0,2,152,165,40,414,88,0,0,0,0,0,0
2010,6775584578,호서대학교 교육대학원,충남,0,0,60,81,0,0,0,0,60,81,50,12,0,77,0,6,0,8,49,91,66,0,0,0,0,0,0,0,0,0,0,0,0,77,49,0,0,0,0,0,10,1,0,0,15,10,6,91,66,50,0,0,0,0,0
2010,6804832994,동아대학교 법무대학원,부산,0,0,8,35,0,0,0,0,8,35,20,2,0,0,0,0,0,3,0,37,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,20,2,0,37,8,20,0,0,0,0,0
2010,6807987809,충북대학교 법무대학원,충북,0,0,20,59,0,0,0,0,20,59,27,1,0,21,0,1,0,2,11,65,21,0,0,0,0,0,0,0,0,0,0,0,0,21,11,0,0,0,0,0,6,1,0,0,22,6,1,65,21,27,0,0,0,0,0
2010,6814067840,침례신학대학교 대학원,대전,0,0,0,0,0,1,14,29,14,30,38,4,0,11,0,3,0,11,4,35,17,0,4,2,33,16,38,1,1,2,1,8,1,8,3,8,1,3,0,0,5,1,0,0,23,0,0,0,0,0,0,0,0,0,0
2010,6818231165,한남대학교 국방전략대학원,대전,0,0,0,77,0,0,0,0,0,77,40,3,0,30,0,1,0,0,0,88,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,11,1,0,0,28,11,1,88,1,40,0,0,0,0,0
2010,6833423733,한성대학교 교육대학원,서울,0,0,69,92,0,0,0,0,69,92,34,3,0,29,0,2,0,32,22,98,71,0,0,0,0,0,0,0,0,0,0,0,0,29,22,0,0,0,0,1,6,1,0,0,43,6,2,98,71,34,0,0,0,0,0
2010,6841154396,서남대학교 대학원,전북,0,0,0,0,27,90,12,39,39,129,44,12,0,35,0,11,0,23,8,161,50,0,15,8,54,20,44,17,3,107,30,40,12,16,7,40,1,19,0,0,32,1,0,0,65,0,0,0,0,0,0,0,0,0,0
2010,6847711324,고려대학교 공학대학원,서울,0,0,18,202,0,0,0,0,18,202,72,7,0,65,0,3,0,6,4,217,21,0,0,0,0,0,0,0,0,0,0,0,0,65,4,0,0,0,0,0,15,1,0,0,84,15,3,217,21,72,0,0,0,0,0
2010,6847737073,가천대학교 환경대학원,경기,0,0,17,105,0,0,0,0,17,105,55,3,0,19,0,1,0,7,4,122,18,0,0,0,0,0,0,0,0,0,0,0,0,19,4,0,0,0,0,0,17,1,0,1,37,17,1,122,18,55,0,0,0,0,0
2010,6858299076,부경대학교 교육대학원,부산,0,0,407,522,0,0,0,0,407,522,200,22,0,153,0,53,0,158,123,593,460,0,0,0,0,0,0,0,0,0,0,0,0,153,123,0,0,0,0,0,71,1,0,0,194,71,53,593,460,200,0,0,0,0,0
2010,6869494616,한성대학교 경영대학원,서울,0,0,28,100,0,0,0,0,28,100,36,3,0,48,0,0,0,21,5,108,28,0,0,0,0,0,0,0,0,0,0,0,0,48,5,0,0,0,0,0,8,1,0,0,51,8,0,108,28,36,0,0,0,0,0
2010,6875050544,동의대학교 대학원,부산,0,0,0,0,49,137,221,429,270,566,194,62,0,204,0,19,0,129,92,611,289,0,29,13,458,234,194,16,6,153,55,70,30,157,78,70,14,47,0,0,45,1,0,0,264,0,0,0,0,0,0,0,0,0,0
2010,6875283360,한남대학교 대학원,대전,0,0,0,0,111,302,178,347,289,649,166,37,0,182,0,23,0,111,71,687,312,0,18,9,365,187,166,20,14,322,125,108,31,131,55,108,16,51,0,1,38,1,0,0,269,0,0,0,0,0,0,0,0,0,0
2010,6875878810,협성대학교 교육대학원,경기,0,0,0,0,0,0,47,58,47,58,40,5,0,22,0,3,0,8,20,62,50,0,4,3,62,50,40,0,0,0,0,0,0,22,20,0,0,0,0,1,4,1,0,0,9,0,0,0,0,0,0,0,0,0,0
2010,6878797590,이화여자대학교 임상치의학대학원,서울,0,0,54,54,0,0,0,0,54,54,30,1,0,17,0,5,0,24,17,59,59,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,5,1,0,0,24,5,5,59,59,30,0,0,0,0,0
2010,6885911345,한려대학교경영행정대학원,전남,0,0,7,24,0,0,0,0,7,24,11,3,0,7,0,0,0,0,2,24,7,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,1,0,0,11,0,0,24,7,11,0,0,0,0,0
2010,6886415064,부산대학교 교육대학원,부산,0,0,739,925,0,0,0,0,739,925,332,33,0,248,0,68,0,275,193,1002,807,0,0,0,0,0,0,0,0,0,0,0,0,248,193,0,0,0,0,0,77,1,0,0,332,77,68,1002,807,332,0,0,0,0,0
2010,6886913418,서강대학교 언론대학원,서울,0,0,180,308,0,0,0,0,180,308,142,1,0,99,0,53,0,91,53,415,233,0,0,0,0,0,0,0,0,0,0,0,0,99,53,0,0,0,0,3,107,1,0,0,156,107,53,415,233,142,0,0,0,0,0
2010,6909020185,고려대학교 경영대학원,서울,0,0,2,9,0,0,0,0,2,9,0,6,0,34,0,0,0,0,6,12,2,0,0,0,0,0,0,0,0,0,0,0,0,34,6,0,0,0,0,0,3,0,0,0,0,3,0,12,2,0,0,0,0,0,0
2010,6919015705,동덕여자대학교 디자인대학원,서울,0,0,9,9,0,0,0,0,9,9,15,4,0,6,0,6,0,8,6,15,15,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,6,1,0,0,8,6,6,15,15,15,0,0,0,0,0
2010,6921385169,한신대학교 국제평화인권대학원,경기,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6924364030,아주대학교ITS대학원,경기,0,0,2,85,0,0,0,0,2,85,50,2,0,43,0,2,0,1,2,104,4,0,0,0,0,0,0,0,0,0,0,0,0,43,2,0,0,0,0,0,19,1,0,1,46,19,2,104,4,50,0,0,0,0,0
2010,6927707672,인제대학교 일반대학원,경남,0,0,0,0,101,214,283,566,384,780,281,41,0,281,2,31,2,200,123,859,415,0,55,25,621,308,281,24,6,238,107,86,32,234,99,86,24,47,0,6,79,1,0,4,419,0,0,0,0,0,0,0,0,0,0
2010,6930500388,전남대학교 행정대학원,광주,0,0,46,179,0,0,0,0,46,179,80,1,0,34,0,12,0,21,7,229,58,0,0,0,0,0,0,0,0,0,0,0,0,34,7,0,0,0,0,0,50,1,0,2,70,50,12,229,58,80,0,0,0,0,0
2010,6933754980,광주교육대학교 교육대학원,광주,0,0,74,96,0,0,337,495,411,591,262,24,0,125,0,45,0,129,97,687,456,0,95,45,590,382,0,0,0,0,0,0,0,125,97,0,0,0,0,0,96,1,0,0,202,1,0,97,74,262,0,0,0,0,0
2010,6934548914,한국체육대학교 대학원,서울,0,0,0,0,16,86,53,144,69,230,72,1,0,85,0,17,0,37,29,306,86,0,55,10,199,63,72,21,7,107,23,28,1,61,26,28,3,24,0,0,76,1,0,0,110,0,0,0,0,0,0,0,0,0,0
2010,6938980996,가야대학교 도시개발대학원,경북,0,0,7,35,0,0,0,0,7,35,20,1,0,16,0,0,0,4,2,35,7,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,0,0,0,1,0,0,11,0,0,35,7,20,0,0,0,0,0
2010,6940270066,강원대학교 법무전문대학원,강원,0,0,0,0,0,0,1,3,1,3,0,1,0,5,0,0,0,0,2,29,1,0,26,0,29,1,0,0,0,0,0,0,0,5,2,0,0,0,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6942724823,성균관대학교 임상간호대학원,경기,0,0,108,108,0,0,0,0,108,108,40,2,0,29,0,9,0,40,29,117,117,0,0,0,0,0,0,0,0,0,0,0,0,29,29,0,0,0,0,0,9,1,0,0,40,9,9,117,117,40,0,0,0,0,0
2010,6944963395,단국대학교 스포츠과학대학원,충남,0,0,11,102,0,0,0,0,11,102,40,4,0,25,0,2,0,7,9,114,13,0,0,0,0,0,0,0,0,0,0,0,0,25,9,0,0,0,0,0,12,1,0,0,38,12,2,114,13,40,0,0,0,0,0
2010,6945149004,성결대학교 일반대학원,경기,0,0,0,0,12,37,18,32,30,69,16,3,0,12,0,0,0,12,7,72,30,0,2,0,34,18,16,1,0,38,12,11,5,12,7,11,0,0,0,0,3,1,0,0,25,0,0,0,0,0,0,0,0,0,0
2010,6952112555,한라대학교 정보산업대학원,강원,0,0,1,31,0,0,0,0,1,31,15,7,0,7,0,1,0,1,1,33,2,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,2,1,0,0,6,2,1,33,2,15,0,0,0,0,0
2010,6955380558,서울시립대학교 산업대학원,서울,0,0,49,209,0,0,0,0,49,209,76,6,0,75,0,4,2,19,8,224,53,0,0,0,0,0,0,0,0,0,0,0,0,75,8,0,0,0,0,0,15,1,0,4,76,15,4,224,53,76,0,0,0,0,0
2010,6972443163,경기대학교 대체의학대학원,서울,0,0,44,72,0,0,0,0,44,72,31,4,0,22,0,2,0,16,17,76,46,0,0,0,0,0,0,0,0,0,0,0,0,22,17,0,0,0,1,1,4,1,0,0,29,4,2,76,46,31,0,0,0,0,0
2010,6976506710,장로회신학대학교 교육대학원,서울,0,0,34,85,0,0,0,0,34,85,31,1,0,21,0,2,0,12,6,102,36,0,0,0,0,0,0,0,0,0,0,0,0,21,6,0,0,0,0,0,17,1,0,0,31,17,2,102,36,31,0,0,0,0,0
2010,6989071786,동덕여자대학교 공연예술대학원,서울,0,0,56,77,0,0,0,0,56,77,33,3,0,21,0,14,0,26,18,94,70,0,0,0,0,0,0,0,0,0,0,0,0,21,18,0,0,0,0,0,17,1,0,0,39,17,14,94,70,33,0,0,0,0,0
2010,6991456270,성신여자대학교 문화산업대학원,서울,0,0,127,128,0,0,0,0,127,128,66,1,0,30,1,15,0,43,29,143,142,0,0,0,0,0,0,0,0,0,0,0,0,30,29,0,0,0,0,1,15,1,0,0,44,15,15,143,142,66,0,0,0,0,0
2010,6995506942,숙명여자대학교 임상약학대학원,서울,0,0,71,74,0,0,0,0,71,74,32,2,0,20,3,13,0,31,18,88,84,0,0,0,0,0,0,0,0,0,0,0,0,20,18,0,0,0,0,3,14,1,0,0,32,14,13,88,84,32,0,0,0,0,0
2010,6997328698,대구대학교 산업?행정대학원,대구,0,0,15,60,0,0,0,0,15,60,35,8,0,24,0,3,0,5,7,67,18,0,0,0,0,0,0,0,0,0,0,0,0,24,7,0,0,0,0,0,7,1,0,0,14,7,3,67,18,35,0,0,0,0,0
2010,6997763216,건국대학교 부동산대학원,서울,0,0,55,379,0,0,0,0,55,379,170,6,0,136,0,33,0,19,19,593,88,0,0,0,0,0,0,0,0,0,0,0,0,136,19,0,0,0,0,0,214,1,0,1,167,214,33,593,88,170,0,0,0,0,0
2010,7004723012,서강대학교 경영전문대학원,서울,0,0,65,336,22,65,66,152,153,553,260,4,0,212,1,13,0,70,46,631,166,260,4,2,156,68,0,10,3,75,25,0,3,212,46,30,0,0,0,37,78,1,0,0,250,64,8,400,73,0,0,0,0,0,0
2010,7005902647,서남대학교 사회정책대학원,전북,0,0,11,23,0,0,0,0,11,23,9,2,0,9,0,0,0,5,4,24,11,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,1,1,0,0,11,1,0,24,11,9,0,0,0,0,0
2010,7006528675,전주대학교 교육대학원,전북,0,0,238,340,0,0,0,0,238,340,150,20,0,122,3,25,0,73,82,387,263,0,0,0,0,0,0,0,0,0,0,0,0,122,82,0,0,0,0,10,47,1,0,0,107,47,25,387,263,150,0,0,0,0,0
2010,7013173043,아세아연합신학대학교 상담대학원,경기,0,0,53,65,0,0,0,0,53,65,42,2,0,17,0,19,0,21,13,89,72,0,0,0,0,0,0,0,0,0,0,0,0,17,13,0,0,0,0,0,24,1,0,0,26,24,19,89,72,42,0,0,0,0,0
2010,7014176189,평택대학교 상담대학원,경기,0,0,83,103,0,0,0,0,83,103,40,4,0,16,0,4,0,32,12,109,87,0,0,0,0,0,0,0,0,0,0,0,0,16,12,0,0,0,0,1,6,1,0,0,44,6,4,109,87,40,0,0,0,0,0
2010,7018181800,부산외국어대학교 국제통상경영대학원,부산,0,0,13,27,0,0,0,0,13,27,20,3,0,1,0,1,0,9,0,31,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,20,4,1,31,14,20,0,0,0,0,0
2010,7024944722,우송대학교 보건복지대학원,대전,0,0,9,12,0,0,1,1,10,13,0,4,0,19,0,1,0,0,13,16,11,0,0,0,1,1,0,0,0,0,0,0,0,19,13,0,0,0,0,0,3,0,0,0,0,3,1,15,10,0,0,0,0,0,0
2010,7030162155,장로회신학대학교 신학대학원,서울,0,0,0,0,0,0,238,960,238,960,300,1,0,277,0,16,0,76,60,1037,254,0,77,16,1037,254,300,0,0,0,0,0,0,277,60,0,0,0,0,0,77,1,0,0,300,0,0,0,0,0,0,0,0,0,0
2010,7034050822,경북대학교 일반대학원,대구,0,0,0,0,465,1158,1075,2410,1540,3568,1185,87,0,1254,0,277,0,720,480,4160,1817,0,398,197,2808,1272,1185,194,80,1352,545,474,86,927,377,474,103,327,0,0,592,1,0,0,1634,0,0,0,0,0,0,0,0,0,0
2010,7043721795,한일장신대학교 아태국제신학대학원,전북,0,0,0,0,0,0,18,25,18,25,13,1,0,8,0,6,0,10,6,34,24,0,9,6,34,24,13,0,0,0,0,0,0,8,6,0,0,0,0,0,9,1,0,0,13,0,0,0,0,0,0,0,0,0,0
2010,7048176944,제주대학교 교육대학원,제주,0,0,256,358,0,0,0,0,256,358,159,30,0,72,0,84,0,109,51,509,340,0,0,0,0,0,0,0,0,0,0,0,0,72,51,0,0,0,0,5,151,1,0,0,148,151,84,509,340,159,0,0,0,0,0
2010,7049228370,차의과학대학교 의학전문대학원,경기,0,0,0,0,1,5,65,136,66,141,38,1,0,31,0,0,0,21,18,142,66,0,1,0,137,65,38,0,0,5,1,2,1,31,18,2,0,0,0,0,1,1,0,1,41,0,0,0,0,0,0,0,0,0,0
2010,7049793779,한국외국어대학교 TESOL 대학원,서울,0,0,46,52,0,0,0,0,46,52,30,2,0,0,0,5,0,29,0,57,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,5,1,0,0,31,5,5,57,51,30,0,0,0,0,0
2010,7058584451,부산가톨릭대학교간호대학원,부산,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7059025943,서울여자대학교사회복지대학원,서울,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7061143279,한남대학교 사회문화대학원,대전,0,0,99,149,0,0,0,0,99,149,85,14,0,67,0,7,0,62,43,160,106,0,0,0,0,0,0,0,0,0,0,0,0,67,43,0,0,0,0,0,11,1,0,0,86,11,7,160,106,85,0,0,0,0,0
2010,7064553976,이화여자대학교 외국어교육특수대학원,서울,0,0,106,106,0,0,0,0,106,106,75,3,0,0,1,12,0,80,0,118,118,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,4,12,1,0,0,80,12,12,118,118,0,0,0,0,0,0
2010,7077268183,서울시립대학교 법학전문대학원,서울,0,0,0,0,0,0,30,97,30,97,50,1,0,0,3,1,0,15,0,100,31,0,3,1,100,31,50,0,0,0,0,0,0,0,0,0,0,0,0,26,3,1,0,0,54,0,0,0,0,0,0,0,0,0,0
2010,7096854209,가천의과학대학교 의학전문대학원,인천,0,0,0,0,0,0,72,156,72,156,40,1,0,37,38,1,0,14,25,159,73,0,3,1,159,73,40,0,0,0,0,0,0,37,25,0,0,0,0,167,3,1,0,0,40,0,0,0,0,0,0,0,0,0,0
2010,7109294295,아주대학교 보건대학원,경기,0,0,56,72,0,0,0,0,56,72,40,1,0,34,1,3,0,32,26,76,59,0,0,0,0,0,0,0,0,0,0,0,0,34,26,0,0,0,0,1,4,1,0,0,40,4,3,76,59,40,0,0,0,0,0
2010,7112872898,인제대학교 보건대학원,부산,0,0,93,141,0,0,0,0,93,141,50,4,0,44,0,9,0,35,29,153,102,0,0,0,0,0,0,0,0,0,0,0,0,44,29,0,0,0,0,3,12,1,0,1,50,12,9,153,102,50,0,0,0,0,0
