공시년도,개방ID,학교명,학교급명,시도교육청명,공시차수,급식사고발생유무,급식사고발생일자,급식사고귀책사유내용,급식사고처리현황내용,입력일련번호,급식사고학생수,급식사고발생건수
2011,2901991426,신지초등학교,초등학교,경기도교육청,2,Y,20110419, ,사고 발생 없음,279,0,1
2011,2903104543,각리중학교,중학교,충청북도교육청,2,Y,20110420, ,없음,56,0,1
2011,2913410127,상주고등학교,고등학교,경상북도교육청,2,Y,20100322, ,"환자대변검체 4건에서 독소형 황색포도알균이 검출되어 원인병원체로 볼 수 있겠으나 환자가 2일에 걸쳐 발생하였기 때문에 황색포도알균의 잠복기를 고려하여 단일 노출보다는 지속적 노출로 보는 것이 타당함. 또한 환경,음식물 및 조리종사자 검체에서 어떠한 병원체도 검출도지 않았으며, 섭취 식단의 통계학적 분석에서도 유의한 결과를 보이는 식단이 도출되지 않아 감염원은 불명임.",37,8,1
2011,2916979610,목포여자중학교,중학교,전라남도교육청,2,Y,20100412, ,"조리원 장염증상으로 인한 급식중단(4/12~4/16), 급식 중단기간동안 도시락 지참지도, 정수기 음용중단, 학교방역소독실시, 가검물 검사결과 이상소견(식중독균) 없음으로 판명됨.",37,22,1
2011,2926902711,송정중학교,중학교,서울특별시교육청,2,Y,101, ,없음,204,0,1
2011,2968266129,서암초등학교,초등학교,경기도교육청,2,Y,20110420, ,제외,133,0,1
2011,3077290952,안양문화고등학교,고등학교,경기도교육청,2,Y,20110228, ,없음,87,0,1
2011,3113552272,대저중학교,중학교,부산광역시교육청,2,Y,20100301, ,해당사항없음,67,0,1
2011,3133012235,서울고등학교,고등학교,서울특별시교육청,2,Y,20110228, ,없음,57,0,1
2011,3139621198,부산관광고등학교,고등학교,부산광역시교육청,2,Y,20110422, ,급식사고 미 발생,76,0,1
2011,3145820319,정광중학교,중학교,광주광역시교육청,2,Y,20110420, ,급식 사고 발생 무,38,0,1
2011,3154570221,칠성중학교,중학교,충청북도교육청,2,Y,20110420, ,급식사고 없음,59,0,1
2011,3196621358,광주동명중학교,중학교,광주광역시교육청,2,Y,20110330, ,급식사고 미발생,30,0,1
2011,3233642816,송원여자고등학교,고등학교,광주광역시교육청,2, ,20100728, ,역학조사 결과 : 원인균 불검출,1,61,1
2011,3238733112,시흥능곡고등학교,고등학교,경기도교육청,2,Y,20110418, ,급식사고 미발생,229,0,1
2011,3281946718,청통초등학교,초등학교,경상북도교육청,2,Y,20110101, ,해당사항없음,177,0,1
2011,3291731417,김해가야고등학교,고등학교,경상남도교육청,2,Y,20110420, ,미발생,115,0,1
2011,3345248997,서원초등학교,초등학교,충청북도교육청,2,Y,101, ,없음,34,0,1
2011,3346075654,보인중학교,중학교,서울특별시교육청,2,Y,20101230, ,없음,126,0,1
2011,3346275746,동인천여자중학교,중학교,인천광역시교육청,2,Y,20110420, ,해당사항없음,42,0,1
2011,3377558887,여수미평초등학교,초등학교,전라남도교육청,2,Y,20101231, ,급식사고 발생 없음,57,0,1
2011,3380788803,국립공주대학교사범대학부설고등학교,고등학교,교육부,2,Y,20101231, ,1년동안 급식사고 1건도 없음,15,0,1
2011,3383580446,서운중학교,중학교,경기도교육청,2,Y,20110301, ,급식사고발생학생없음,78,0,1
2011,3392092704,진도서초등학교,초등학교,전라남도교육청,2,Y,20110418, ,해당사항이 없습니다.,61,0,1
2011,3397789180,부발초등학교,초등학교,경기도교육청,2,Y,20110419, ,급식사고 없음,266,0,1
2011,3440891742,문산중학교,중학교,광주광역시교육청,2,Y,101, ,해당사항 없음,12,0,1
2011,3443055212,성남여자중학교,중학교,경상북도교육청,2,Y,20110401, ,해당없음,91,0,1
2011,3449815452,해남공업고등학교,고등학교,전라남도교육청,2,Y,20110415, ,없음,34,0,1
2011,3468109726,용문고등학교,고등학교,서울특별시교육청,2,Y,20110101, ,급식사고 없음,51,0,1
2011,3473954796,전주완산초등학교,초등학교,전북특별자치도교육청,2,Y,20110418, ,해당없음,87,0,1
2011,3501931846,동산초등학교,초등학교,서울특별시교육청,2,Y,20110420, ,급식사고 발생은 없습니다.,167,0,1
2011,3513005614,백수서초등학교,초등학교,전라남도교육청,2,Y,20110419, ,사고 발생없음,65,0,1
2011,3517486512,강동초등학교,초등학교,울산광역시교육청,2,Y,20110415, ,해당없음,13,0,1
2011,3525303006,예천초등학교,초등학교,경상북도교육청,2,Y,101, ,급식사고 미발생,45,0,1
2011,3534723460,동국대학교사범대학부속고등학교,고등학교,서울특별시교육청,2,Y,20100101, ,급식사고발생없음,115,0,1
2011,3535755574,장산초등학교,초등학교,전라남도교육청,2,Y,20110302, ,해당사항없음,93,0,1
2011,3556846320,보성중학교,중학교,서울특별시교육청,2,Y,20110401, ,0,141,0,1
2011,3561587393,전남기술과학고등학교,고등학교,전라남도교육청,2,Y,20110419, ,해당없음,67,0,1
2011,3564889192,김화고등학교,고등학교,강원특별자치도교육청,2,Y,101, ,사고 발생 없음,37,0,1
2011,3572772741,삼성중학교,중학교,부산광역시교육청,2,Y,20101231, ,해당사항없음,31,0,1
2011,3589317142,보성고등학교,고등학교,서울특별시교육청,2,Y,20110401, ,0,188,0,1
2011,3613499939,대전동신과학고등학교,고등학교,대전광역시교육청,2,Y,20100331, ,0,19,0,1
2011,3627262890,황화초등학교,초등학교,충청남도교육청,2,Y,20110228, ,해당없음,5,0,1
2011,3633178234,수완고등학교,고등학교,광주광역시교육청,2,Y,101, ,급식사고 미발생 ,35,0,1
2011,3660411775,오마중학교,중학교,경기도교육청,2,Y,20110418, ,사고 없음,235,0,1
2011,3661070525,신광중학교,중학교,광주광역시교육청,2,Y,20100401, ,없음,8,0,1
2011,3682086706,덕문고등학교,고등학교,부산광역시교육청,2,Y,101, ,급식사고 발생 안함,34,0,1
2011,3700140655,유덕중학교,중학교,광주광역시교육청,2,Y,20110419, ,급식사고 미발생,32,0,1
2011,3708526849,오산초등학교,초등학교,전라남도교육청,2,Y,20110418, ,급식사고 발생 없음,58,0,1
2011,3710804045,동일미래과학고등학교,고등학교,광주광역시교육청,2,Y,20110415, ,해당사항없음,16,0,1
2011,3723857820,자천초등학교,초등학교,경상북도교육청,2,Y,20110415, ,급식사고발생없음.,107,0,1
2011,3726453125,산흥초등학교,초등학교,대전광역시교육청,2,Y,20110414, ,사안 미발생,18,0,1
2011,3770432770,보령중학교,중학교,충청남도교육청,2,Y,20110228, ,해당없음,52,0,1
2011,3780702948,백암중학교,중학교,경기도교육청,2,Y,20110420, ,급식사고 미발생,297,0,1
2011,3788548946,담양여자중학교,중학교,전라남도교육청,2,Y,20110420, ,미발생,88,0,1
2011,3790143251,온양고등학교,고등학교,충청남도교육청,2,Y,20110228, ,급식사고가 발생없음,11,0,1
2011,3815663397,신당초등학교,초등학교,충청남도교육청,2,Y,20110401, ,급식사고발생없음,63,0,1
2011,3819063365,서울영화초등학교,초등학교,서울특별시교육청,2,Y,20110401, ,해당사항없음,87,0,1
2011,3825474917,이천송정초등학교,초등학교,경기도교육청,2,Y,20110301, ,사고 없음,143,0,1
2011,3842988133,황강초등학교,초등학교,전북특별자치도교육청,2,Y,20101231, ,발생하지 않음,68,0,1
2011,3867510497,백석중학교,중학교,서울특별시교육청,2,Y,20110420, ,해당사항 없음 ,157,0,1
2011,3868121504,만월중학교,중학교,인천광역시교육청,2,Y,20110228, ,발생사고 없음 ,27,0,1
2011,3868888616,문정중학교,중학교,서울특별시교육청,2,Y,20100301, ,2010년 3월 1일 ~ 2011년 2월 28일까지 급식사고 발생 없음,45,0,1
2011,3878113269,호계중학교,중학교,울산광역시교육청,2,Y,101, ,해당사항없음,18,0,1
2011,3878194808,성전초등학교,초등학교,전라남도교육청,2,Y,20110418, ,급식사고 없음,51,0,1
2011,3896727800,대성여자고등학교,고등학교,광주광역시교육청,2, ,20100830, ,위생관리 철저,26,36,1
2011,3896727800,대성여자고등학교,고등학교,광주광역시교육청,2,Y,101, ,없음,24,0,1
2011,3896727800,대성여자고등학교,고등학교,광주광역시교육청,2,Y,101, ,없음,25,0,1
2011,3908076226,능내초등학교,초등학교,경기도교육청,2,Y,20110401, ,해당없음,232,0,1
2011,3942951917,고성중학교,중학교,강원특별자치도교육청,2,Y,20110419, ,급식사고 발생없음,73,0,1
2011,3947851240,영락고등학교,고등학교,서울특별시교육청,2,Y,20100802, ,사고발생 없음,118,0,1
2011,3948771774,한재중학교,중학교,전라남도교육청,2,Y,10000101, ,해당없음,120,0,1
2011,3987090885,성석초등학교,초등학교,경기도교육청,2,Y,20110101, ,해당없음,269,0,1
2011,3988946437,대덕초등학교,초등학교,경상북도교육청,2,Y,20100101, ,사고 없었음,97,0,1
2011,4030718088,동구중학교,중학교,경기도교육청,2,Y,20110414, ,급식사고 없음.,148,0,1
2011,4047756552,학성초등학교,초등학교,울산광역시교육청,2,Y,20110415, ,해당사항 없음,23,0,1
2011,4047783911,적성융합고등학교,고등학교,경기도교육청,2,Y,20100302, ,급식사고 없었음,120,0,1
2011,4079576134,서울상신초등학교,초등학교,서울특별시교육청,2,Y,20110415, ,해당없음,60,0,1
2011,4086078882,남양주송라초등학교,초등학교,경기도교육청,2,Y,101, ,0,58,0,1
2011,4093388974,상하초등학교,초등학교,경기도교육청,2,Y,20110217, ,용인시 기흥구 보건소에서 역학조사 받음.,209,139,1
2011,4097644567,봉황고등학교,고등학교,전라남도교육청,2,Y,20110419, ,급식사고미발생,77,0,1
2011,4101568639,태종대초등학교,초등학교,부산광역시교육청,2,Y,20101231, ,급식사고 무,45,0,1
2011,4103617846,한국마사고등학교,고등학교,전북특별자치도교육청,2,Y,20110401, ,급식사고 없음,94,0,1
2011,4111591517,상문고등학교,고등학교,서울특별시교육청,2,Y,20110413, ,없음,59,0,1
2011,4118933796,경주고등학교,고등학교,경상북도교육청,2,Y,20110401, ,사고없음,44,0,1
2011,4137709259,인천만석초등학교,초등학교,인천광역시교육청,2, ,20101201, ,"역학조사 결과 배식종사자 2명(비독소)과 학생 8명(독소4명, 비독소4명)에게서 황색포도상구균 검출, 학생 13명에게서 노로바이러스가 검출되었고, 역학조사 결과 11월 29일 중식과 배식 과정에서의 오염으로 인한 감염으로 추정.  위생관리철저 조치 지도.",1,21,1
2011,4141520678,일로동초등학교,초등학교,전라남도교육청,2,Y,20110228, ,발생없음,107,0,1
2011,4161436617,평창초등학교,초등학교,강원특별자치도교육청,2,Y,20110415, ,급식사고 없음,56,0,1
2011,4164311408,굴화초등학교,초등학교,울산광역시교육청,2,Y,101, ,무,19,0,1
2011,4167968332,판곡중학교,중학교,경기도교육청,2,Y,101, ,해당사항 없음,194,0,1
2011,4206066966,목포대연초등학교,초등학교,전라남도교육청,2,Y,20110419, ,급식사고 미발생,74,0,1
2011,4219180285,용산초등학교,초등학교,전북특별자치도교육청,2,Y,20100901, ,미발생,11,0,1
2011,4274096906,성동글로벌경영고등학교,고등학교,서울특별시교육청,2,Y,20110401, ,해당없음,178,0,1
2011,4276765167,노곡중학교,중학교,서울특별시교육청,2,Y,20101231, ,발생건없음,191,0,1
2011,4306466877,태안여자고등학교,고등학교,충청남도교육청,2,Y,110414, ,0,60,0,1
2011,4315021514,전일고등학교,고등학교,전북특별자치도교육청,2,Y,20101130, ,무사고,58,0,1
2011,4325883924,추풍령중학교,중학교,충청북도교육청,2,Y,20100420, ,해당사항없음,21,0,1
2011,4355169892,석교초등학교,초등학교,전라남도교육청,2,Y,20110420, ,해당없음,85,0,1
2011,4364254534,대전이문고등학교,고등학교,대전광역시교육청,2,Y,20100301, ,없음,9,0,1
2011,4388716816,영암도포중학교,중학교,전라남도교육청,2,Y,20101231, ,급식사고없음,87,0,1
2011,4406417787,영암고등학교,고등학교,전라남도교육청,2,Y,20100823, ,"식중독 원인균 검사결과 조리종사자 및 급식 보존식은 음성,발생학생 38명 중 5명 체내에서 장관병원성대장균 검출되었음.",70,38,1
2011,4409435272,양수초등학교,초등학교,경기도교육청,2,Y,20110418, ,사고 발생 없음,240,0,1
2011,4416769504,천전초등학교,초등학교,강원특별자치도교육청,2,Y,20110412, ,발생건수 없음,11,0,1
2011,4419786453,울산예술고등학교,고등학교,울산광역시교육청,2,Y,20110420, ,해당사항 없음,32,0,1
2011,4421550810,예일메디텍고등학교,고등학교,경상북도교육청,2, ,20100830, ,2010년 설사환자 25명 발생 보건소 역학조사 결과 원인불명으로 판명 됨. ,158,25,1
2011,4421550810,예일메디텍고등학교,고등학교,경상북도교육청,2,Y,101, ,없음,156,0,1
2011,4421550810,예일메디텍고등학교,고등학교,경상북도교육청,2,Y,101, ,없음,157,0,1
2011,4422263741,영해초등학교,초등학교,경상북도교육청,2,Y,20100401, ,없음,108,0,1
2011,4422271788,서울이태원초등학교,초등학교,서울특별시교육청,2,Y,20110420, ,급식사고 없음,142,0,1
2011,4427692532,광주경신중학교,중학교,광주광역시교육청,2,Y,20100101, ,없음,42,0,1
2011,4439236223,고흥동초등학교,초등학교,전라남도교육청,2,Y,20110413, ,급식사고발생없음,20,0,1
2011,4446152567,광석중학교,중학교,충청남도교육청,2,Y,20101231, ,발생없음,79,0,1
2011,4449690401,옥산초등학교,초등학교,경기도교육청,2,Y,20110314, ,1. 2011.03.14 오후에 발생되어  부천교육지원청급식팀에 신고  ,253,27,1
2011,4450908124,이서중학교,중학교,경상북도교육청,2,Y,20101001, ,급식사고 없었음,162,0,1
2011,4457783699,호원중학교,중학교,경기도교육청,2,Y,20110412, ,발생하지 않음,75,0,1
2011,4459752976,해성초등학교,초등학교,전북특별자치도교육청,2,Y,101, ,급식사고 발생 없음,35,0,1
2011,4469360113,양진초등학교,초등학교,경기도교육청,2,Y,20100101, ,해당없음,250,0,1
2011,4471675932,협신초등학교,초등학교,강원특별자치도교육청,2,Y,20110419, ,해당없음,72,0,1
2011,4489183247,다문초등학교,초등학교,경기도교육청,2,Y,20110101, ,해당없음,101,0,1
2011,4502458035,서일초등학교,초등학교,광주광역시교육청,2,Y,20110101, ,해당없음,34,0,1
2011,4516101896,울산고등학교,고등학교,울산광역시교육청,2,Y,20100301, ,급식사고없음,31,0,1
2011,4528341889,횡성초등학교,초등학교,강원특별자치도교육청,2,Y,101, ,미발생,55,0,1
2011,4531775653,선덕여자중학교,중학교,경상북도교육청,2,Y,20100301, ,해당사항없음,181,0,1
2011,4547725141,배문중학교,중학교,서울특별시교육청,2,Y,20110228, ,급식사고 미발생,103,0,1
2011,4565758168,구덕고등학교,고등학교,부산광역시교육청,2,Y,20110421, ,급식사고 발생 현황 없음.,70,0,1
2011,4581998944,양서고등학교,고등학교,경기도교육청,2,Y,20100301, ,해당없음,54,0,1
2011,4583903312,중리중학교,중학교,대전광역시교육청,2,Y,20110415, ,해당사항 없음,20,0,1
2011,4611550986,삼보초등학교,초등학교,충청북도교육청,2,Y,20110415, ,급식사고 발생 없음,33,0,1
2011,4624417006,나주공업고등학교,고등학교,전라남도교육청,2,Y,20110228, ,발생현황없음,125,0,1
2011,4634682357,대성초등학교,초등학교,경상남도교육청,2,Y,20110302, ,급식사고 발생 없음,114,0,1
2011,4642970383,삼척중학교,중학교,강원특별자치도교육청,2,Y,101, ,해당없음,49,0,1
2011,4648312270,선린중학교,중학교,서울특별시교육청,2,Y,20110418, ,급식사고 해당사항 없음,96,0,1
2011,4654335439,영훈고등학교,고등학교,서울특별시교육청,2,Y,20110210, ,없음,12,0,1
2011,4655179798,번동중학교,중학교,서울특별시교육청,2,Y,20110401, ,해당사항없음,21,0,1
2011,4693231225,고양제일중학교,중학교,경기도교육청,2,Y,20110415, ,해당없음,190,0,1
2011,4710714399,치악중학교,중학교,강원특별자치도교육청,2,Y,20110422, ,없음,29,0,1
2011,4721051096,광혜원중학교,중학교,충청북도교육청,2,Y,20100419, ,해당없음,46,0,1
2011,4733144640,서울태랑초등학교,초등학교,서울특별시교육청,2,Y,20110412, ,없음,35,0,1
2011,4736136913,노은초등학교,초등학교,충청북도교육청,2,Y,20110420, ,없음,65,0,1
2011,4739523470,진선여자중학교,중학교,서울특별시교육청,2,Y,20100302, ,해당없음,169,0,1
2011,4747658610,구로중학교,중학교,서울특별시교육청,2,Y,20101206, ,2010년 12월 6일 4명의 여학생이 급식 후 설사를 하였다고 호소하여 보건소를 통해 전교생 설문조사 등 역학조사를 실시하였으나 급식과 연관된 식중독의 증거를 찾지 못하였음. 설사환자 대부분이 1회성 설사로 매우 미약한 증상을 보였으며 평소 위장관이 과민한 학생들이 대부분이었음. 12월1일부터 실시된 본교 급식소 개조와 관련하여 외부업체의 운반급식이 진행되면서 급식메뉴와 위생에 대한 학생들의 불신과 불만이 많았음. 역학조사 결과 위장관이 예민한 학생을 중심으로 소화불량 증상이 나타난 것으로 추정되며 수인성 식품매개질환 유행 역학조사- 중앙역학사 검토 결과 원인불명으로 조사되어 종결 처리 되었음.  ,200,34,1
2011,4759261846,고금고등학교,고등학교,전라남도교육청,2,Y,20110416, ,해당없음,41,0,1
2011,4781859993,청주대성초등학교,초등학교,충청북도교육청,2,Y,20110307, ,해당사항없음,62,0,1
2011,4831617653,서울양강초등학교,초등학교,서울특별시교육청,2,Y,101, ,급식사고 발생 없음,149,0,1
2011,4851926803,경안고등학교,고등학교,경기도교육청,2,Y,20100415, ,"사고원인 : 급식 식재료 추정, 원인균 : 병원성대장균, 귀책사유 : 역학조사 결과 원인 불명, 조치사항 : 급식업체 관리감독 강화 및 위생관리 철저",184,203,1
2011,4855707108,주곡중학교,중학교,경기도교육청,2,Y,20110228, ,2011년 2월 28일 현재 급식사고 없음,265,0,1
2011,4868263065,화정남초등학교,초등학교,광주광역시교육청,2,Y,20110401, ,해당사항 없음,11,0,1
2011,4966929733,선덕여자고등학교,고등학교,경상북도교육청,2,Y,20100828, ,"학교장긴급대책회의및 보건소신고 역학조사반출동현장조사 경주시보건소7명 보존식과환자가검물,음용수및환경검체등 수거 역학조사 결과 이상없음",116,28,1
2011,4971920788,동산고등학교,고등학교,인천광역시교육청,2,Y,20110420, ,없음,44,0,1
2011,5003214657,군산초등학교,초등학교,전북특별자치도교육청,2,Y,20110412, ,없음,34,0,1
2011,5004037022,성서고등학교,고등학교,대구광역시교육청,2,Y,20110401, ,해당없음,21,0,1
2011,5014646768,법환초등학교,초등학교,제주특별자치도교육청,2,Y,20110418, ,2011년4월18일 이전 급식사고 없음,24,0,1
2011,5067918658,동탄고등학교,고등학교,경기도교육청,2,Y,20110412, ,해당없음,34,0,1
2011,5092362701,광주동신여자중학교,중학교,광주광역시교육청,2,Y,20110401, ,해당없음,21,0,1
2011,5159261822,교문초등학교,초등학교,경기도교육청,2,Y,20101231, ,"2010학년도  :  급식사고 미발생(발생건수 0건, 발생율0%) ",220,0,1
2011,5163808166,서울신창초등학교,초등학교,서울특별시교육청,2,Y,101, ,해당없음 ,52,0,1
2011,5165328979,등촌고등학교,고등학교,서울특별시교육청,2,Y,20110420, ,급식사고 발생 없음,165,0,1
2011,5167883515,도궁초등학교,초등학교,경기도교육청,2,Y,20110413, ,해당없음,103,0,1
2011,5173775792,방어진고등학교,고등학교,울산광역시교육청,2,Y,20100915, ,"학교장 주재 긴급대책회의(9/15 17:00)  학생보건교육실시  급식중단(9/15석식~9/20), 도시락 지참지도  정수기 식수 공급중단,끓인 물 제공, 식수 지참지도  매점 변질 우려 식품 판매 금지  야간 자율학습 중단  원인불명,역학조사결과-학교급식에 의한 유행으로 보기 어렵다 판정",21,9,1
2011,5184751391,호연초등학교,초등학교,울산광역시교육청,2,Y,20100301, ,급식사고 발생 없음,22,0,1
2011,5209614932,성천초등학교,초등학교,부산광역시교육청,2,Y,20100401, ,해당없음,10,0,1
2011,5209646046,황남초등학교,초등학교,경상북도교육청,2,Y,20110413, ,급식사고발생없음,58,0,1
2011,5217775821,학성고등학교,고등학교,울산광역시교육청,2,Y,20101001, ,15명 증상자 발생 추정,27,15,1
2011,5217775821,학성고등학교,고등학교,울산광역시교육청,2,Y,20101004, ,"1일부터 증상이 있었던 학생들의 신고로 학교 자체조사하여 보건소에 신고, 16시30분경 현장 확인, 입원0명, 통원치료9명, 투약.자가치료6명",28,0,1
2011,5227165699,반포중학교,중학교,서울특별시교육청,2,Y,20110401, ,해당 사항 없음,173,0,1
2011,5230166018,천안월봉고등학교,고등학교,충청남도교육청,2,Y,20100331, ,.,34,0,1
2011,5237816751,숭의초등학교,초등학교,서울특별시교육청,2,Y,20200101, ,해당사항없음,174,0,1
2011,5291285514,원주삼육중학교,중학교,강원특별자치도교육청,2,Y,20110413, ,급식사고 무.,35,0,1
2011,5296724498,교암초등학교,초등학교,전북특별자치도교육청,2,Y,20110401, ,무,30,0,1
2011,5302019715,군산구암초등학교,초등학교,전북특별자치도교육청,2,Y,20110411, ,해당없음,12,0,1
2011,5305945396,성의여자중학교,중학교,경상북도교육청,2,Y,101, ,해당사항없음,103,0,1
2011,5306989312,순천팔마중학교,중학교,전라남도교육청,2,Y,20110414, ,이상무,25,0,1
2011,5322846531,봉은중학교,중학교,서울특별시교육청,2,Y,20110228, ,사고 발생건수 없음,36,0,1
2011,5336664736,덕명초등학교,초등학교,충청남도교육청,2,Y,101, ,급식사고 발생하지 않음,66,0,1
2011,5389698445,성광학교,특수학교,경기도교육청,2,Y,20110414, ,해당사항 없음,146,0,1
2011,5395611107,한국해양마이스터고등학교,고등학교,경상북도교육청,2,Y,20110413, ,처리현황,41,0,1
2011,5422693908,동아여자중학교,중학교,광주광역시교육청,2, ,20100623, ,"가사실습중 실습음식을 섭취한 일부학생(나상헌 외 17명)이 복통을 호소하여 의료기관에서 응급치료하였으나 관계기관의 조사결과, 식중독 음성판정을 받았음.",1,18,1
2011,5434924244,대아초등학교,초등학교,경기도교육청,2,Y,20101231, ,급식사고 없음,260,0,1
2011,5435291171,불국중학교,중학교,경상북도교육청,2,Y,20110412, ,해당사항없음,28,0,1
2011,5463719367,강진칠량중학교,중학교,전라남도교육청,2,Y,20110420, ,해당사항없음,114,0,1
2011,5486219346,청남초등학교,초등학교,충청남도교육청,2,Y,20101231, ,발생건수 없음,82,0,1
2011,5492592811,목동초등학교,초등학교,경기도교육청,2,Y,20100101, ,급식사고 미발생,196,0,1
2011,5519230902,김해신안초등학교,초등학교,경상남도교육청,2,Y,20110228, ,급식사고 미발생,108,0,1
2011,5526540458,충주고등학교,고등학교,충청북도교육청,2,Y,20110413, ,급식사고가 발생하지 않음,19,0,1
2011,5529110550,지도초등학교,초등학교,전라남도교육청,2,Y,20101230, ,사고 발생건 수  없음,47,0,1
2011,5529564917,부산자동차고등학교,고등학교,부산광역시교육청,2,Y,20100830, ,역학조사결과 원인불명으로 판정,12,38,1
2011,5554203152,청량중학교,중학교,인천광역시교육청,2,Y,101, ,해당없음,31,0,1
2011,5564602077,이리남성여자중학교,중학교,전북특별자치도교육청,2,Y,20110415, ,급식사고 발생없음,51,0,1
2011,5571380019,포항중앙고등학교,고등학교,경상북도교육청,2,Y,20110420, ,없음,168,0,1
2011,5578023314,강진작천중학교,중학교,전라남도교육청,2,Y,20110401, ,발생사고 없음,80,0,1
2011,5587860047,서울인공지능고등학교,고등학교,서울특별시교육청,2,Y,20110418, ,발생건수없음,97,0,1
2011,5601494789,서울영서초등학교,초등학교,서울특별시교육청,2,Y,20110101, ,0,24,0,1
2011,5627842664,은하초등학교,초등학교,충청남도교육청,2,Y,101, ,해당없음,76,0,1
2011,5664515972,수성초등학교,초등학교,경기도교육청,2,Y,20110411, ,급식사고 없음.,3,0,1
2011,5686913490,수서중학교,중학교,서울특별시교육청,2,Y,101, ,없음,40,0,1
2011,5701823890,경양초등학교,초등학교,광주광역시교육청,2,Y,20100401, ,제외,28,0,1
2011,5730512797,아천초등학교,초등학교,경상북도교육청,2,Y,101, ,없음,89,0,1
2011,5742617607,진도고등학교,고등학교,전라남도교육청,2,Y,20110210, ,없음,126,0,1
2011,5768683850,영훈국제중학교,중학교,서울특별시교육청,2,Y,20110228, ,없음,166,0,1
2011,5774601876,서울구룡초등학교,초등학교,서울특별시교육청,2,Y,20110421, ,해당없음,194,0,1
2011,5774601876,서울구룡초등학교,초등학교,서울특별시교육청,2,Y,20110421, ,해당없음,195,0,1
2011,5784507274,성화중학교,중학교,충청북도교육청,2,Y,101, ,해당없음,6,0,1
2011,5790335714,고창초등학교,초등학교,전북특별자치도교육청,2,Y,20110412, ,이상없음,27,0,1
2011,5797868967,매호중학교,중학교,대구광역시교육청,2,Y,20100301, ,사고 발생 없음,45,0,1
2011,5838483512,명덕외국어고등학교,고등학교,서울특별시교육청,2,Y,20110420, ,미발생,145,0,1
2011,5883713066,동명여자고등학교,고등학교,서울특별시교육청,2,Y,20110201, ,해당없음,120,0,1
2011,5885625481,장전초등학교,초등학교,부산광역시교육청,2,Y,20100228, ,해당없음,20,0,1
2011,5920598804,대명초등학교,초등학교,충청남도교육청,2,Y,20110228, ,해당없음,75,0,1
2011,5922291815,평택지산초등학교,초등학교,경기도교육청,2,Y,20110411, ,해당없음,20,0,1
2011,5934930384,안미초등학교,초등학교,강원특별자치도교육청,2,Y,20110412, ,제외,17,0,1
2011,5953719794,인천논현중학교,중학교,인천광역시교육청,2,Y,20110401, ,발생없음.,34,0,1
2011,5963468551,쌘뽈여자고등학교,고등학교,충청남도교육청,2,Y,20100401, ,없음.,23,0,1
2011,5963702976,봉화고등학교,고등학교,경상북도교육청,2,Y,20100301, ,급식사고 발생 없음,4,0,1
2011,5985150456,가운중학교,중학교,경기도교육청,2,Y,20110419, ,급식사고 없음,272,0,1
2011,5999130129,호남삼육고등학교,고등학교,광주광역시교육청,2,Y,101, ,사고발생 없음,49,0,1
2011,6034841597,서울삼릉초등학교,초등학교,서울특별시교육청,2,Y,20110228, ,급식사고 없음,56,0,1
2011,6039404571,군산중학교,중학교,전북특별자치도교육청,2,Y,20110228, ,해당없음,79,0,1
2011,6071490764,강동고등학교,고등학교,서울특별시교육청,2,Y,20110418, ,해당없음,90,0,1
2011,6072372138,휘문중학교,중학교,서울특별시교육청,2,Y,20110301, ,없음,47,0,1
2011,6074654161,경기초등학교,초등학교,서울특별시교육청,2,Y,101, ,발생없음.,9,0,1
2011,6082147181,동암중학교,중학교,경기도교육청,2,Y,20110401, ,급식사고발생없음,276,0,1
2011,6084679722,광주효광중학교,중학교,광주광역시교육청,2,Y,20110228, ,미발생,27,0,1
2011,6103704631,전남고등학교,고등학교,광주광역시교육청,2,Y,20101231, ,사고발생 없음,36,0,1
2011,6134775340,비봉고등학교,고등학교,경기도교육청,2,Y,20110416, , 해당없음,219,0,1
2011,6139774978,청주내덕초등학교,초등학교,충청북도교육청,2,Y,20110412, ,급식사고 없음,12,0,1
2011,6153017044,봉의중학교,중학교,강원특별자치도교육청,2,Y,101, ,없음,54,0,1
2011,6159838974,미원초등학교,초등학교,충청북도교육청,2,Y,20110418, ,해당사항 없음,43,0,1
2011,6173803091,대야초등학교,초등학교,전북특별자치도교육청,2,Y,20110412, ,해당없음,31,0,1
2011,6176259994,도고중학교,중학교,충청남도교육청,2,Y,101, ,해당사항 없음,65,0,1
2011,6193816125,건양대학교병설건양중학교,중학교,충청남도교육청,2,Y,20110415, ,해당없음,86,0,1
2011,6196877062,영주중학교,중학교,경상북도교육청,2,Y,101, ,급식사고 없음,150,0,1
2011,6203251600,고양외국어고등학교,고등학교,경기도교육청,2,Y,20110228, ,사고없음,195,0,1
2011,6205798625,풍성중학교,중학교,서울특별시교육청,2,Y,20110411, ,없음,6,0,1
2011,6207351624,정화여자중학교,중학교,서울특별시교육청,2,Y,20110422, ,없음,201,0,1
2011,6208411633,성베드로학교,특수학교,서울특별시교육청,2,Y,20110419, ,해당없음,108,0,1
2011,6289505541,대현초등학교,초등학교,경기도교육청,2,Y,20100401, ,해당 사항 없슴.,249,0,1
2011,6299949526,양남초등학교,초등학교,경상북도교육청,2,Y,20101231, ,급식사고 발생 없음.,176,0,1
